Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Morning,Afternoon,Night
Fish in Coconut Sauce,Kerala,Non-Veg,Dairy,350,15,20.0,25,6,600,Vitamin B12,No,Yes,Yes
Chicken Satay,Kerala,Non-Veg,None,300,10,20.0,25,4,500,Vitamin B12,No,Yes,Yes
Vegetable Patties,Kerala,Veg,None,250,35,10.0,8,4,200,"Vitamin A, C",No,Yes,Yes
Chicken Pulao,Kerala,Non-Veg,None,500,60,20.0,35,6,700,Vitamin B12,No,Yes,Yes
Kerala Kachori,Kerala,Veg,Gluten,250,30,12.0,6,4,200,Vitamin B1,Yes,No,No
Mutton Kofta Curry,Kerala,Non-Veg,Dairy,500,20,30.0,25,6,700,Vitamin B12,No,Yes,Yes
Vegetable Pulao,Kerala,Veg,None,300,55,12.0,8,4,250,Vitamin B1,No,Yes,Yes
Fish Masala,Kerala,Non-Veg,None,350,15,20.0,25,6,600,Vitamin B12,No,Yes,Yes
Beef Biryani,Kerala,Non-Veg,None,500,60,25.0,35,8,750,Vitamin B12,No,Yes,Yes
Chicken Biryani,Kerala,Non-Veg,None,500,60,25.0,35,8,750,Vitamin B12,No,Yes,Yes
Prawn Curry,Kerala,Non-Veg,None,350,15,20.0,25,5,500,Vitamin B12,No,Yes,Yes
Bisi Bele Bath,Karnataka,Veg,None,300,55,10.0,8,5,600,"Vitamin B1, Vitamin B2",No,Yes,Yes
Rava Idli,Karnataka,Veg,Gluten,250,45,8.0,6,3,500,"Vitamin B1, Vitamin B2",Yes,No,Yes
Masala Dosa,Karnataka,Veg,Gluten,400,60,15.0,10,5,800,"Vitamin B1, Vitamin C",Yes,No,Yes
Mysore Pak,Karnataka,Veg,Dairy,350,40,20.0,12,30,200,"Vitamin A, Vitamin B12",No,Yes,Yes
Dharwad Peda,Karnataka,Veg,Dairy,400,45,22.0,14,28,150,"Vitamin A, Vitamin B12",No,Yes,Yes
Uttapam,Karnataka,Veg,Gluten,300,50,12.0,8,4,650,"Vitamin B1, Vitamin B2",Yes,No,No
Vada,Karnataka,Veg,Gluten,350,40,18.0,10,6,700,"Vitamin B1, Vitamin B2",Yes,No,No
Ragi Mudde,Karnataka,Veg,None,250,45,3.0,8,2,400,"Vitamin B1, Vitamin C",No,Yes,Yes
Sambar,Karnataka,Veg,None,150,20,5.0,8,4,300,"Vitamin A, Vitamin C",No,Yes,Yes
Puliyodarai,Karnataka,Veg,None,280,50,10.0,6,8,650,"Vitamin B1, Vitamin B2",No,Yes,Yes
Chicken Biryani,Karnataka,Non-Veg,None,500,65,22.0,20,10,900,"Vitamin B6, Vitamin C",No,Yes,Yes
Mutton Curry,Karnataka,Non-Veg,None,600,25,40.0,30,12,1000,"Vitamin B12, Vitamin C",No,Yes,Yes
Fish Fry,Karnataka,Non-Veg,None,450,20,30.0,15,5,800,"Vitamin D, Vitamin B12",No,Yes,Yes
Kori Rotti,Karnataka,Non-Veg,Gluten,400,55,20.0,18,10,750,"Vitamin B1, Vitamin C",No,Yes,Yes
Neer Dosa,Karnataka,Veg,Gluten,200,35,5.0,4,2,400,"Vitamin B1, Vitamin C",Yes,No,Yes
Chitranna,Karnataka,Veg,None,280,50,8.0,6,4,550,"Vitamin B1, Vitamin B2",No,Yes,Yes
Kadabu,Karnataka,Veg,Gluten,350,60,15.0,10,6,650,"Vitamin B1, Vitamin B2",No,Yes,Yes
Benne Dosa,Karnataka,Veg,Gluten,400,55,18.0,12,7,700,"Vitamin B1, Vitamin B2",Yes,No,Yes
Puliogare,Karnataka,Veg,None,290,50,8.0,7,5,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Kesaribath,Karnataka,Veg,Dairy,350,60,10.0,18,20,250,"Vitamin A, Vitamin B12",No,Yes,Yes
Maddur Vada,Karnataka,Veg,Gluten,320,50,15.0,8,7,600,"Vitamin B1, Vitamin B2",Yes,No,No
Pesarattu,Karnataka,Veg,None,280,40,12.0,7,4,500,"Vitamin B1, Vitamin C",No,Yes,Yes
Rawa Kesari,Karnataka,Veg,Dairy,400,55,15.0,20,25,300,"Vitamin A, Vitamin B12",No,Yes,Yes
Kadai Chicken,Karnataka,Non-Veg,None,500,30,35.0,22,8,850,"Vitamin B6, Vitamin C",No,Yes,Yes
Mutton Kheema,Karnataka,Non-Veg,None,550,20,40.0,25,9,950,"Vitamin B12, Vitamin C",No,Yes,Yes
Fish Curry,Karnataka,Non-Veg,None,450,25,30.0,18,7,800,"Vitamin D, Vitamin B12",No,Yes,Yes
Chicken Kebab,Karnataka,Non-Veg,None,500,15,40.0,20,10,850,"Vitamin B6, Vitamin C",No,Yes,Yes
Mango Chutney,Karnataka,Veg,None,100,30,0.0,25,10,200,"Vitamin A, Vitamin C",No,Yes,Yes
Aloo Curry,Karnataka,Veg,None,250,35,10.0,7,5,400,"Vitamin C, Vitamin B6",No,Yes,Yes
Rasam,Karnataka,Veg,None,120,15,3.0,6,4,250,"Vitamin C, Vitamin B1",No,Yes,Yes
Coconut Chutney,Karnataka,Veg,Dairy,150,10,12.0,2,6,300,"Vitamin C, Vitamin E",No,Yes,Yes
Saggubiyyam Payasam,Karnataka,Veg,Dairy,300,40,8.0,20,15,200,"Vitamin A, Vitamin B12",No,Yes,Yes
Gobi Masala,Karnataka,Veg,None,270,30,10.0,8,5,400,"Vitamin C, Vitamin B6",No,Yes,Yes
Tamarind Rice,Karnataka,Veg,None,300,55,10.0,8,7,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Curd Rice,Karnataka,Veg,Dairy,350,50,8.0,6,8,500,"Vitamin B12, Vitamin C",No,Yes,Yes
Rawa Idli,Karnataka,Veg,Gluten,250,45,8.0,6,3,500,"Vitamin B1, Vitamin B2",Yes,No,Yes
Mysore Masala Dosa,Karnataka,Veg,Gluten,400,60,15.0,12,5,800,"Vitamin B1, Vitamin C",Yes,No,Yes
Kele (Banana) Pancake,Karnataka,Veg,None,350,45,8.0,15,10,400,"Vitamin B6, Vitamin C",No,Yes,Yes
Kootu,Karnataka,Veg,None,280,35,8.0,5,4,350,"Vitamin A, Vitamin C",No,Yes,Yes
Samosa,Karnataka,Veg,Gluten,350,50,15.0,10,8,650,"Vitamin B1, Vitamin B2",No,Yes,Yes
Chappati,Karnataka,Veg,Gluten,200,40,4.0,6,2,400,"Vitamin B1, Vitamin C",No,Yes,Yes
Bhath (Rice Dish),Karnataka,Veg,None,300,55,12.0,7,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Vegetable Biryani,Karnataka,Veg,None,400,60,15.0,10,8,700,"Vitamin A, Vitamin C",No,Yes,Yes
Chicken Curry,Karnataka,Non-Veg,None,500,25,35.0,20,10,850,"Vitamin B6, Vitamin C",No,Yes,Yes
Mutton Shorba,Karnataka,Non-Veg,None,450,20,30.0,15,8,800,"Vitamin B12, Vitamin C",No,Yes,Yes
Fish Tikka,Karnataka,Non-Veg,None,400,15,25.0,15,7,700,"Vitamin D, Vitamin B12",No,Yes,Yes
Rawa Dosa,Karnataka,Veg,Gluten,300,50,12.0,8,5,650,"Vitamin B1, Vitamin B2",Yes,No,Yes
Ragi Rotti,Karnataka,Veg,None,250,45,4.0,8,2,400,"Vitamin B1, Vitamin C",No,Yes,Yes
Vegetable Korma,Karnataka,Veg,None,320,40,15.0,12,7,500,"Vitamin A, Vitamin C",No,Yes,Yes
Beetroot Sabji,Karnataka,Veg,None,200,30,8.0,6,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Kayi Chutney,Karnataka,Veg,None,100,10,9.0,3,5,200,"Vitamin C, Vitamin E",No,Yes,Yes
Vegetable Sagu,Karnataka,Veg,None,280,40,12.0,8,6,500,"Vitamin A, Vitamin C",No,Yes,Yes
Channa Masala,Karnataka,Veg,None,350,50,12.0,9,8,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Kundapura Koli Saaru,Karnataka,Non-Veg,None,550,20,40.0,20,12,850,"Vitamin B12, Vitamin C",No,Yes,Yes
Masala Rice,Karnataka,Veg,None,300,55,10.0,7,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Cabbage Palya,Karnataka,Veg,None,200,25,5.0,6,4,300,"Vitamin C, Vitamin B6",No,Yes,Yes
Bitter Gourd Fry,Karnataka,Veg,None,250,20,15.0,5,2,350,"Vitamin A, Vitamin C",No,Yes,Yes
Rajma Curry,Karnataka,Veg,None,300,50,10.0,8,6,550,"Vitamin B1, Vitamin C",No,Yes,Yes
Gongura Pachadi,Karnataka,Veg,None,150,20,5.0,8,5,300,"Vitamin C, Vitamin A",No,Yes,Yes
Kadale Manchurian,Karnataka,Veg,Gluten,350,55,12.0,15,10,700,"Vitamin B1, Vitamin B2",No,Yes,Yes
Mango Rice,Karnataka,Veg,None,280,50,8.0,9,7,600,"Vitamin C, Vitamin B1",No,Yes,Yes
Methi Thepla,Karnataka,Veg,Gluten,300,45,10.0,8,5,550,"Vitamin A, Vitamin C",No,Yes,Yes
Bhindi Masala,Karnataka,Veg,None,250,30,8.0,6,4,350,"Vitamin A, Vitamin C",No,Yes,Yes
Coconut Rice,Karnataka,Veg,None,350,55,12.0,7,5,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Pulao,Karnataka,Veg,None,320,50,10.0,8,6,550,"Vitamin B1, Vitamin C",No,Yes,Yes
Vegetable Soup,Karnataka,Veg,None,150,20,3.0,5,4,250,"Vitamin A, Vitamin C",No,Yes,Yes
Rawa Upma,Karnataka,Veg,Gluten,300,45,8.0,6,4,500,"Vitamin B1, Vitamin B2",Yes,No,No
Chole Bhature,Karnataka,Veg,Gluten,400,55,15.0,10,8,700,"Vitamin B1, Vitamin C",No,Yes,Yes
Ghee Rice,Karnataka,Veg,Dairy,350,60,10.0,15,7,600,"Vitamin A, Vitamin B12",No,Yes,Yes
Paratha,Karnataka,Veg,Gluten,300,55,12.0,8,5,650,"Vitamin B1, Vitamin B2",Yes,No,No
Dosa,Karnataka,Veg,Gluten,280,50,10.0,6,4,600,"Vitamin B1, Vitamin C",Yes,No,Yes
Vangibath,Karnataka,Veg,None,300,55,12.0,8,6,650,"Vitamin A, Vitamin C",No,Yes,Yes
Kachori,Karnataka,Veg,Gluten,350,55,15.0,10,8,700,"Vitamin B1, Vitamin B2",Yes,No,No
Idli,Karnataka,Veg,Gluten,200,35,4.0,3,2,400,"Vitamin B1, Vitamin C",Yes,No,Yes
Lemon Rice,Karnataka,Veg,None,270,50,8.0,5,5,550,"Vitamin C, Vitamin B1",No,Yes,Yes
Huli (Sambar),Karnataka,Veg,None,150,25,5.0,7,4,350,"Vitamin A, Vitamin C",No,Yes,Yes
Pesarattu Dosa,Karnataka,Veg,None,280,40,12.0,7,4,500,"Vitamin B1, Vitamin C",Yes,No,Yes
Curd Vada,Karnataka,Veg,Dairy,350,50,15.0,10,8,600,"Vitamin B12, Vitamin C",Yes,No,No
Masala Puri,Karnataka,Veg,Gluten,320,55,12.0,8,6,650,"Vitamin B1, Vitamin C",Yes,No,No
Bread Upma,Karnataka,Veg,Gluten,300,50,8.0,5,4,550,"Vitamin B1, Vitamin C",Yes,No,No
Pithla Bhakri,Karnataka,Veg,Gluten,350,60,15.0,10,6,700,"Vitamin B1, Vitamin B2",No,Yes,Yes
Kundapura Chicken Curry,Karnataka,Non-Veg,None,500,30,40.0,20,12,900,"Vitamin B12, Vitamin C",No,Yes,Yes
Khara Bath,Karnataka,Veg,Gluten,250,40,8.0,5,3,450,"Vitamin B1, Vitamin B2",No,Yes,Yes
Chutney,Karnataka,Veg,None,100,10,8.0,4,5,200,"Vitamin C, Vitamin E",No,Yes,Yes
Mutton Biryani,Karnataka,Non-Veg,None,550,65,30.0,25,15,1000,"Vitamin B12, Vitamin C",No,Yes,Yes
Vegetable Raita,Karnataka,Veg,Dairy,150,10,7.0,5,3,250,"Vitamin B12, Vitamin C",No,Yes,Yes
Bhindi Fry,Karnataka,Veg,None,250,30,8.0,6,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Tomato Rice,Karnataka,Veg,None,300,50,10.0,8,6,600,"Vitamin C, Vitamin B1",No,Yes,Yes
Paneer Butter Masala,Karnataka,Veg,Dairy,400,40,25.0,15,12,700,"Vitamin B12, Vitamin A",No,Yes,Yes
Cucumber Salad,Karnataka,Veg,None,100,10,1.0,3,2,150,"Vitamin C, Vitamin A",No,Yes,Yes
Rawa Idli Sambar,Karnataka,Veg,Gluten,300,50,8.0,6,4,550,"Vitamin B1, Vitamin C",Yes,No,Yes
Vegetable Stew,Karnataka,Veg,None,250,30,10.0,7,5,350,"Vitamin A, Vitamin C",No,Yes,Yes
Pulao Rice,Karnataka,Veg,None,320,55,10.0,8,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Sambar Rice,Karnataka,Veg,None,350,60,12.0,8,7,700,"Vitamin B1, Vitamin C",No,Yes,Yes
Kofta Curry,Karnataka,Veg,Dairy,350,40,15.0,12,8,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Khichdi,Karnataka,Veg,None,250,40,6.0,8,5,450,"Vitamin B1, Vitamin C",No,Yes,Yes
Bisi Bele Bath with Curd,Karnataka,Veg,Dairy,350,55,10.0,8,6,600,"Vitamin B1, Vitamin B2",No,Yes,Yes
Vegetable Kurma,Karnataka,Veg,None,280,40,12.0,8,6,500,"Vitamin A, Vitamin C",No,Yes,Yes
Chana Sundal,Karnataka,Veg,None,220,35,6.0,5,4,300,"Vitamin B1, Vitamin C",No,Yes,Yes
Vegetable Chapati,Karnataka,Veg,Gluten,350,55,12.0,8,5,650,"Vitamin B1, Vitamin B2",No,Yes,Yes
Rava Kesari,Karnataka,Veg,Dairy,400,55,15.0,20,25,300,"Vitamin A, Vitamin B12",No,Yes,Yes
Kashaya,Karnataka,Veg,None,50,10,0.0,5,0,50,Vitamin C,No,Yes,Yes
Rice and Dal,Karnataka,Veg,None,350,60,10.0,7,5,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Masala Khichdi,Karnataka,Veg,None,300,55,12.0,8,6,650,"Vitamin B1, Vitamin C",No,Yes,Yes
Vegetable Saagu,Karnataka,Veg,None,270,35,8.0,6,4,400,"Vitamin A, Vitamin C",No,Yes,Yes
Kacchi Biryani,Karnataka,Non-Veg,None,600,65,25.0,20,15,900,"Vitamin B12, Vitamin C",No,Yes,Yes
Prawns Curry,Karnataka,Non-Veg,None,500,15,35.0,20,10,850,"Vitamin D, Vitamin B12",No,Yes,Yes
Chicken Korma,Karnataka,Non-Veg,None,550,20,40.0,22,12,900,"Vitamin B12, Vitamin C",No,Yes,Yes
Sundal,Karnataka,Veg,None,200,30,10.0,8,5,400,"Vitamin C, Vitamin B1",No,Yes,Yes
Egg Curry,Karnataka,Non-Veg,None,450,10,30.0,12,8,700,"Vitamin B12, Vitamin C",No,Yes,Yes
Lentil Soup,Karnataka,Veg,None,150,20,4.0,8,3,300,"Vitamin C, Vitamin B6",No,Yes,Yes
Puliyodarai Rice,Karnataka,Veg,None,290,55,10.0,7,5,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Pesarattu Dosa,Karnataka,Veg,None,270,40,12.0,8,4,500,"Vitamin B1, Vitamin C",Yes,No,Yes
Sambar Rice with Curd,Karnataka,Veg,Dairy,350,60,12.0,8,7,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Rice and Vegetable Curry,Karnataka,Veg,None,320,55,10.0,8,6,600,"Vitamin A, Vitamin C",No,Yes,Yes
Chana Dal Curry,Karnataka,Veg,None,300,50,12.0,8,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Corn Salad,Karnataka,Veg,None,150,25,2.0,6,3,250,"Vitamin C, Vitamin A",No,Yes,Yes
Vegetable and Rice Soup,Karnataka,Veg,None,200,30,5.0,7,4,300,"Vitamin A, Vitamin C",No,Yes,Yes
Dal Rice,Karnataka,Veg,None,350,55,10.0,8,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Vegetable Pilaf,Karnataka,Veg,None,320,60,10.0,8,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Aloo Palak,Karnataka,Veg,None,250,30,8.0,5,4,350,"Vitamin A, Vitamin C",No,Yes,Yes
Bhindi Curry,Karnataka,Veg,None,270,35,8.0,7,5,400,"Vitamin A, Vitamin C",No,Yes,Yes
Methi Paratha,Karnataka,Veg,Gluten,300,55,10.0,8,6,650,"Vitamin A, Vitamin C",Yes,No,No
Mixed Vegetable Curry,Karnataka,Veg,None,280,40,10.0,8,6,500,"Vitamin A, Vitamin C",No,Yes,Yes
Curd Rice with Pickle,Karnataka,Veg,Dairy,350,55,10.0,6,8,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Paneer Tikka,Karnataka,Veg,Dairy,400,15,30.0,10,12,700,"Vitamin B12, Vitamin A",No,Yes,Yes
Pulao with Curd,Karnataka,Veg,Dairy,350,60,12.0,15,8,650,"Vitamin B12, Vitamin C",No,Yes,Yes
Vegetable Kabab,Karnataka,Veg,None,250,35,10.0,8,4,400,"Vitamin A, Vitamin C",No,Yes,Yes
Egg Biryani,Karnataka,Non-Veg,None,550,65,25.0,20,12,900,"Vitamin B12, Vitamin C",No,Yes,Yes
Vegetable Uthappam,Karnataka,Veg,Gluten,300,50,12.0,8,6,650,"Vitamin B1, Vitamin C",Yes,No,No
Tomato Chutney,Karnataka,Veg,None,100,15,2.0,7,3,200,"Vitamin C, Vitamin A",No,Yes,Yes
Masala Egg Curry,Karnataka,Non-Veg,None,450,15,30.0,14,10,750,"Vitamin B12, Vitamin C",No,Yes,Yes
Dal Tadka,Karnataka,Veg,None,300,55,10.0,7,6,600,"Vitamin B1, Vitamin C",No,Yes,Yes
Kadai Paneer,Karnataka,Veg,Dairy,400,25,30.0,15,10,700,"Vitamin B12, Vitamin A",No,Yes,Yes
Vegetable Quesadilla,Karnataka,Veg,Dairy,350,40,15.0,10,12,600,"Vitamin B12, Vitamin C",No,Yes,Yes
Vegetable Soup with Noodles,Karnataka,Veg,Gluten,250,35,8.0,6,4,400,"Vitamin A, Vitamin C",No,Yes,Yes
Chicken Stew,Karnataka,Non-Veg,None,500,20,35.0,20,10,850,"Vitamin B12, Vitamin C",No,Yes,Yes
Litti Chokha,Jharkhand,Veg,None,450,65,18.0,10,8,550,"Vitamin A, C",No,Yes,Yes
Thekua,Jharkhand,Veg,Gluten,300,45,12.0,20,15,300,"Vitamin A, B",No,Yes,Yes
Dal Pitha,Jharkhand,Veg,None,400,50,15.0,10,5,600,"Vitamin B, C",No,Yes,Yes
Chana Sattu,Jharkhand,Vegan,None,250,40,5.0,12,3,200,Vitamin B,No,Yes,Yes
Khar,Jharkhand,Veg,None,150,20,7.0,5,2,300,Vitamin C,No,Yes,Yes
Rugda,Jharkhand,Veg,None,350,55,10.0,8,4,450,"Vitamin B, C",No,Yes,Yes
Kachori,Jharkhand,Veg,Gluten,400,50,20.0,8,6,700,Vitamin A,Yes,No,No
Pakhala Bhata,Jharkhand,Veg,None,200,35,2.0,4,1,150,Vitamin B,No,Yes,Yes
Murgi Curry,Jharkhand,Non-Veg,None,500,10,30.0,35,5,600,Vitamin B,No,Yes,Yes
Biryani,Jharkhand,Non-Veg,None,600,80,20.0,25,12,700,"Vitamin B, C",No,Yes,Yes
Mutton Curry,Jharkhand,Non-Veg,None,550,15,35.0,30,6,650,Vitamin B,No,Yes,Yes
Aloo Bharta,Jharkhand,Veg,None,300,50,10.0,5,3,400,Vitamin C,No,Yes,Yes
Roti,Jharkhand,Veg,Gluten,150,30,2.0,5,1,200,Vitamin B,No,Yes,Yes
Chana Masala,Jharkhand,Veg,None,350,60,8.0,15,4,500,"Vitamin B, C",No,Yes,Yes
Murgi Ka Salan,Jharkhand,Non-Veg,None,550,20,30.0,20,7,650,Vitamin B,No,Yes,Yes
Tandoori Chicken,Jharkhand,Non-Veg,None,400,5,25.0,10,3,500,Vitamin B,No,Yes,Yes
Vegetable Pulao,Jharkhand,Veg,None,450,70,15.0,10,5,600,"Vitamin B, C",No,Yes,Yes
Khichdi,Jharkhand,Veg,None,350,60,10.0,12,4,500,"Vitamin B, C",No,Yes,Yes
Samosa,Jharkhand,Veg,Gluten,300,45,15.0,20,10,400,Vitamin A,No,Yes,Yes
Tamarind Rice,Jharkhand,Veg,None,400,60,10.0,15,8,500,Vitamin C,No,Yes,Yes
Egg Curry,Jharkhand,Non-Veg,None,500,10,25.0,20,6,600,Vitamin B,No,Yes,Yes
Pulao,Jharkhand,Veg,None,450,70,15.0,12,5,600,"Vitamin B, C",No,Yes,Yes
Raita,Jharkhand,Veg,Dairy,150,8,6.0,5,4,200,"Vitamin B, C",No,Yes,Yes
Paneer Tikka,Jharkhand,Veg,Dairy,350,10,25.0,12,6,500,"Vitamin B, C",No,Yes,Yes
Masoor Dal,Jharkhand,Veg,None,250,40,5.0,15,2,200,"Vitamin B, C",No,Yes,Yes
Tandoori Roti,Jharkhand,Veg,Gluten,180,35,2.0,5,1,250,Vitamin B,No,Yes,Yes
Butter Chicken,Jharkhand,Non-Veg,Dairy,600,20,40.0,25,8,700,Vitamin B,No,Yes,Yes
Gosht Biryani,Jharkhand,Non-Veg,None,650,85,25.0,30,15,750,"Vitamin B, C",No,Yes,Yes
Dalma,Jharkhand,Veg,None,350,50,10.0,12,5,400,"Vitamin B, C",No,Yes,Yes
Aloo Chokha,Jharkhand,Veg,None,300,50,8.0,5,2,350,Vitamin C,No,Yes,Yes
Pitha,Jharkhand,Veg,None,250,45,5.0,15,10,300,Vitamin B,No,Yes,Yes
Chole Bhature,Jharkhand,Veg,Gluten,600,80,25.0,15,8,700,Vitamin B,No,Yes,Yes
Kadhi Pakora,Jharkhand,Veg,"Dairy, Gluten",400,45,20.0,12,10,600,"Vitamin B, C",No,Yes,Yes
Chicken Korma,Jharkhand,Non-Veg,Dairy,550,15,35.0,20,8,650,Vitamin B,No,Yes,Yes
Mutton Korma,Jharkhand,Non-Veg,Dairy,600,10,40.0,25,10,700,Vitamin B,No,Yes,Yes
Pork Vindaloo,Jharkhand,Non-Veg,None,650,25,35.0,20,6,700,Vitamin B,No,Yes,Yes
Bhindi Masala,Jharkhand,Veg,None,200,15,10.0,5,3,300,"Vitamin A, C",No,Yes,Yes
Baigan Bharta,Jharkhand,Veg,None,300,25,15.0,10,6,350,Vitamin C,No,Yes,Yes
Chana Dal,Jharkhand,Veg,None,350,55,10.0,12,4,450,Vitamin B,No,Yes,Yes
Samosa Chaat,Jharkhand,Veg,Gluten,400,60,20.0,15,10,500,Vitamin A,No,Yes,Yes
Murgi Kofta,Jharkhand,Non-Veg,None,550,20,35.0,25,7,600,Vitamin B,No,Yes,Yes
Fish Curry,Jharkhand,Non-Veg,None,450,10,25.0,15,5,550,Vitamin B,No,Yes,Yes
Pakora,Jharkhand,Veg,Gluten,300,35,15.0,12,5,450,Vitamin A,No,Yes,Yes
Mutton Keema,Jharkhand,Non-Veg,None,500,15,30.0,20,8,600,Vitamin B,No,Yes,Yes
Vegetable Curry,Jharkhand,Veg,None,350,45,12.0,10,4,400,Vitamin C,No,Yes,Yes
Fish Fry,Jharkhand,Non-Veg,None,400,10,25.0,15,5,500,Vitamin B,No,Yes,Yes
Vegetable Korma,Jharkhand,Veg,None,400,50,15.0,10,6,500,"Vitamin B, C",No,Yes,Yes
Chole,Jharkhand,Veg,None,350,60,8.0,15,4,500,"Vitamin B, C",No,Yes,Yes
Chicken Biryani,Jharkhand,Non-Veg,None,650,85,25.0,30,15,750,"Vitamin B, C",No,Yes,Yes
Chana Chaat,Jharkhand,Veg,None,250,45,10.0,12,6,300,Vitamin C,No,Yes,Yes
Masala Dosa,Jharkhand,Veg,Gluten,350,55,15.0,12,5,400,Vitamin B,Yes,No,Yes
Pork Curry,Jharkhand,Non-Veg,None,550,25,30.0,20,8,600,Vitamin B,No,Yes,Yes
Vegetable Soup,Jharkhand,Veg,None,100,15,2.0,4,2,200,Vitamin C,No,Yes,Yes
Mutton Biryani,Jharkhand,Non-Veg,None,650,80,25.0,30,15,750,"Vitamin B, C",No,Yes,Yes
Chana Madra,Himachal Pradesh,Veg,Dairy,250,35,8.0,10,6,500,"Vitamin B, C",No,Yes,Yes
Siddu,Himachal Pradesh,Veg,Gluten,300,40,12.0,7,8,400,"Vitamin B, C",No,Yes,Yes
Chana Dal,Himachal Pradesh,Veg,None,200,35,4.0,10,2,300,Vitamin B,No,Yes,Yes
Pateer,Himachal Pradesh,Veg,Dairy,350,45,15.0,12,5,450,"Vitamin A, B",No,Yes,Yes
Dham,Himachal Pradesh,Veg,None,400,50,18.0,15,10,600,"Vitamin B, C",No,Yes,Yes
Bhaat,Himachal Pradesh,Veg,None,220,50,5.0,7,1,300,Vitamin B,No,Yes,Yes
Khatta Meat,Himachal Pradesh,Non-Veg,None,500,20,25.0,30,3,700,"Vitamin B, C",No,Yes,Yes
Thukpa,Himachal Pradesh,Non-Veg,None,350,40,10.0,20,6,500,"Vitamin A, C",No,Yes,Yes
Kullu Trout,Himachal Pradesh,Non-Veg,None,250,5,20.0,25,1,400,"Vitamin B, D",No,Yes,Yes
Pulao,Himachal Pradesh,Veg,None,300,60,10.0,8,5,400,"Vitamin B, C",No,Yes,Yes
Raita,Himachal Pradesh,Veg,Dairy,150,10,5.0,6,8,200,"Vitamin A, C",No,Yes,Yes
Rogan Josh,Himachal Pradesh,Non-Veg,None,450,20,30.0,25,3,600,"Vitamin B, C",No,Yes,Yes
Aloo Ka Raita,Himachal Pradesh,Veg,Dairy,180,15,6.0,5,7,220,"Vitamin A, C",No,Yes,Yes
Chole Bhature,Himachal Pradesh,Veg,Gluten,600,80,25.0,15,10,800,Vitamin B,No,Yes,Yes
Himachali Kadi,Himachal Pradesh,Veg,Dairy,220,15,7.0,8,6,250,"Vitamin B, C",No,Yes,Yes
Himachali Chicken Curry,Himachal Pradesh,Non-Veg,None,500,15,30.0,35,4,650,"Vitamin B, C",No,Yes,Yes
Paneer Tikka,Himachal Pradesh,Veg,Dairy,250,10,15.0,18,3,300,"Vitamin A, B",No,Yes,Yes
Tandoori Chicken,Himachal Pradesh,Non-Veg,None,350,10,25.0,30,2,500,"Vitamin B, C",No,Yes,Yes
Gahat Ki Dal,Himachal Pradesh,Veg,None,220,40,5.0,12,1,350,"Vitamin B, C",No,Yes,Yes
Khatta,Himachal Pradesh,Veg,None,270,20,10.0,15,8,300,Vitamin C,No,Yes,Yes
Mutton Korma,Himachal Pradesh,Non-Veg,None,550,20,35.0,30,5,700,"Vitamin B, C",No,Yes,Yes
Noodles,Himachal Pradesh,Veg,None,350,60,12.0,8,6,450,Vitamin B,No,Yes,Yes
Veggie Pakoras,Himachal Pradesh,Veg,Gluten,400,30,25.0,10,5,600,"Vitamin A, C",No,Yes,Yes
Butter Chicken,Himachal Pradesh,Non-Veg,Dairy,500,15,30.0,35,8,700,"Vitamin B, C",No,Yes,Yes
Rajma,Himachal Pradesh,Veg,None,250,40,5.0,10,2,300,"Vitamin B, C",No,Yes,Yes
Cucumber Salad,Himachal Pradesh,Veg,None,80,10,1.0,2,3,120,Vitamin C,No,Yes,Yes
Methi Thepla,Himachal Pradesh,Veg,Gluten,300,50,10.0,8,6,400,"Vitamin A, C",No,Yes,Yes
Chana Samosa,Himachal Pradesh,Veg,Gluten,250,30,12.0,8,5,350,"Vitamin B, C",No,Yes,Yes
Aloo Keema,Himachal Pradesh,Non-Veg,None,400,20,20.0,25,4,600,"Vitamin B, C",No,Yes,Yes
Kadha Prashad,Himachal Pradesh,Veg,Dairy,300,60,8.0,5,10,350,"Vitamin B, C",No,Yes,Yes
Ginger Tea,Himachal Pradesh,Veg,None,80,5,0.0,0,0,50,Vitamin C,No,Yes,Yes
